CHROMOSOME	START_POS	END_POS	STRAND	GENE	OVERLAP
chr21	30909253	31312370	-	GRIK1	Y
chr21	30968359	31003067	+	GRIK1-AS2	Y
chr21	31120493	31136325	+	GRIK1-AS1	Y
chr21	31538240	31538971	-	CLDN17	N
chr21	31581468	31584101	-	LINC00307	N
chr21	31586323	31588469	-	CLDN8	N
chr21	31653626	31655276	-	KRTAP24-1	N
chr21	31661462	31661832	-	KRTAP25-1	N
chr21	31691449	31692607	-	KRTAP26-1	N
chr21	31709330	31710012	-	KRTAP27-1	N
chr21	31720716	31720924	-	KRTAP23-1	N
chr21	31743708	31744557	-	KRTAP13-2	N
chr21	31747611	31747696	-	MIR4327	N
chr21	31768391	31769138	+	KRTAP13-1	N
chr21	31797710	31798230	-	KRTAP13-3	N
chr21	31802593	31803076	+	KRTAP13-4	N
chr21	31812645	31813098	+	KRTAP15-1	N
chr21	31852363	31852636	-	KRTAP19-1	N
chr21	31859508	31859667	-	KRTAP19-2	N
chr21	31863781	31864275	-	KRTAP19-3	N
chr21	31869173	31869428	-	KRTAP19-4	N
chr21	31874189	31874408	-	KRTAP19-5	N
chr21	31913853	31914183	-	KRTAP19-6	N
chr21	31933416	31933608	-	KRTAP19-7	N
chr21	31962423	31962716	-	KRTAP22-2	N
chr21	31964758	31965374	+	KRTAP6-3	N
chr21	31971004	31971193	-	KRTAP6-2	N
chr21	31973439	31973586	+	KRTAP22-1	N
chr21	31986004	31986223	-	KRTAP6-1	N
chr21	31988773	31988944	+	KRTAP20-1	N
chr21	31992945	31993169	+	KRTAP20-4	N
chr21	32007582	32007780	+	KRTAP20-2	N
chr21	32015182	32015455	+	KRTAP20-3	N
chr21	32090842	32091095	-	KRTAP21-3	N
chr21	32119268	32119520	-	KRTAP21-2	N
chr21	32127456	32127696	-	KRTAP21-1	N
chr21	32185014	32185570	-	KRTAP8-1	N
chr21	32201357	32202051	-	KRTAP7-1	N
chr21	32252963	32253874	-	KRTAP11-1	N
chr21	32410477	32410795	-	KRTAP19-8	N
chr21	32490735	32931290	-	TIAM1	N
chr21	32931557	32932800	+	LOC150051	N
chr21	33031934	33041243	+	SOD1	N
chr21	33043312	33104431	-	SCAF4	N
chr21	33245627	33376377	+	HUNK	N
chr21	33452793	33458608	-	LINC00159	N
chr21	33640529	33651376	-	MIS18A	N
chr21	33664123	33687094	+	MRAP	Y
chr21	33683329	33765312	-	URB1	Y
chr21	33749495	33749631	-	SNORA80A	Y
chr21	33765441	33766266	+	URB1-AS1	N
chr21	33783999	33887710	+	EVA1C	N
chr21	33947150	33957845	-	TCP10L	N
chr21	33973983	33984918	-	C21orf59	N
chr21	34001068	34100351	-	SYNJ1	N
chr21	34100424	34115433	+	PAXBP1-AS1	Y
chr21	34106209	34144169	-	PAXBP1	Y
chr21	34144410	34170016	+	C21orf62-AS1	Y
chr21	34162983	34186053	-	C21orf62	Y
chr21	34331195	34332872	+	LOC102724502	N
chr21	34398215	34401503	+	OLIG2	N
chr21	34430134	34437385	+	LINC00945	N
chr21	34442449	34444728	+	OLIG1	N
chr21	34484009	34496006	-	LOC101928107	N
chr21	34537775	34542541	-	LINC01548	N
chr21	34602199	34636818	+	IFNAR2	N
chr21	34637936	34638565	-	IL10RB-AS1	N
chr21	34638664	34669539	+	IL10RB	N
chr21	34697213	34732128	+	IFNAR1	N
chr21	34775201	34809828	+	IFNGR2	Y
chr21	34804792	34852316	-	TMEM50B	Y
chr21	34860361	34864030	-	DNAJC28	N
chr21	34876237	34915198	-	GART	N
chr21	34915343	34949820	+	SON	Y
chr21	34922967	34923034	+	MIR6501	Y
chr21	34949858	34961014	-	DONSON	N
chr21	34961647	35014160	-	CRYZL1	N
chr21	35014783	35261609	+	ITSN1	N
chr21	35275756	35288158	-	ATP5O	N
chr21	35303425	35343487	+	LINC00649	N
chr21	35348682	35349992	+	LOC101928126	N
chr21	35445822	35478561	+	SLC5A3	Y
chr21	35445822	35515334	+	MRPS6	Y
chr21	35552977	35562220	+	LINC00310	N
chr21	35736322	35743440	+	KCNE2	N
chr21	35747748	35761452	+	SMIM11A	Y
chr21	35747778	35761452	+	SMIM11B	Y
chr21	35772409	35773370	-	C21orf140	N
chr21	35818985	35884573	-	KCNE1	N
chr21	35888739	35987441	-	RCAN1	N
chr21	36041461	36090525	+	CLIC6	N
chr21	36096104	36109479	-	LINC00160	N
chr21	36118121	36157168	+	LINC01426	N
chr21	36160097	36421595	-	RUNX1	Y
chr21	36410232	36411723	-	RUNX1-IT1	Y
chr21	36744804	36953062	-	LOC100506403	N
chr21	37093012	37093106	+	MIR802	N
chr21	37326976	37376965	-	LOC101928269	N
chr21	37377617	37380593	+	LINC01436	N
chr21	37406838	37433116	-	SETD4	N
chr21	37441939	37498938	-	LOC100133286	Y
chr21	37442221	37445475	+	CBR1	Y
chr21	37504064	37528606	-	CBR3-AS1	Y
chr21	37507262	37518860	+	CBR3	Y
chr21	37529079	37666572	+	DOPEY2	N
chr21	37692486	37748944	+	MORC3	N
chr21	37757688	37789125	+	CHAF1B	N
chr21	37832919	37948867	-	CLDN14	N
chr21	38071432	38122218	+	SIM2	N
chr21	38123188	38362545	-	HLCS	N
chr21	38378449	38391958	+	RIPPLY3	N
chr21	38435340	38436366	-	LOC105372795	N
chr21	38437663	38445458	-	PIGP	N
chr21	38445483	38575419	+	TTC3	N
chr21	38580803	38594037	+	DSCR9	N
chr21	38595725	38639833	-	DSCR3	N
chr21	38739858	38887679	+	DYRK1A	N
chr21	38996524	39288741	-	KCNJ6	N
chr21	39426312	39493454	-	DSCR4	N
chr21	39493544	39528605	+	DSCR8	N
chr21	39578249	39580738	+	DSCR10	N
chr21	39601836	39673746	+	KCNJ15	N
chr21	39698280	39717998	-	LINC01423	N
chr21	39739182	40033704	-	ERG	N
chr21	40110878	40145401	-	LINC00114	N
chr21	40177230	40196878	+	ETS2	N
chr21	40229462	40230786	+	LOC101928398	N
chr21	40249214	40310353	-	LOC400867	N
chr21	40346354	40349700	-	LOC101928435	N
chr21	40547371	40555440	-	PSMG1	N
chr21	40557403	40685712	-	BRWD1	N
chr21	40685832	40686841	+	BRWD1-IT2	N
chr21	40687632	40695144	+	BRWD1-AS1	N
chr21	40714240	40721047	-	HMGN1	N
chr21	40752169	40887433	+	WRB-SH3BGR	Y
chr21	40752212	40769815	+	WRB	Y
chr21	40777769	40816128	-	LCA5L	Y
chr21	40817790	40887433	+	SH3BGR	Y
chr21	40818935	40818995	+	MIR6508	Y
chr21	40969074	40984749	-	B3GALT5-AS1	N
chr21	40984866	41034816	+	B3GALT5	N
chr21	41117333	41174023	+	IGSF5	N
chr21	41239346	41301322	+	PCP4	N
chr21	41384342	42219039	-	DSCAM	Y
chr21	41584278	41584358	-	MIR4760	Y
chr21	41755009	41757285	+	DSCAM-AS1	Y
chr21	41990432	42002693	-	DSCAM-IT1	Y
chr21	42513426	42519991	-	LINC00323	N
chr21	42539483	42539556	+	MIR3197	N
chr21	42539727	42654461	+	BACE2	Y
chr21	42547157	42557166	-	PLAC4	Y
chr21	42688660	42729654	+	FAM3B	N
chr21	42733949	42780869	+	MX2	N
chr21	42792484	42831141	+	MX1	N
chr21	42836477	42880085	-	TMPRSS2	N
chr21	43099461	43117496	+	LINC00111	N
chr21	43131679	43135935	-	LINC00479	N
chr21	43136595	43137742	+	LINC00112	N
chr21	43159528	43187249	-	RIPK4	Y
chr21	43166931	43167001	-	MIR6814	Y
chr21	43218384	43299591	-	PRDM15	N
chr21	43305218	43373999	-	C2CD2	Y
chr21	43368213	43368391	-	SNORA91	Y
chr21	43406939	43430496	-	ZBTB21	Y
chr21	43429302	43445029	+	ZNF295-AS1	Y
chr21	43483067	43563105	+	UMODL1	Y
chr21	43522243	43528644	-	UMODL1-AS1	Y
chr21	43619798	43717354	+	ABCG1	N
chr21	43731776	43735706	-	TFF3	N
chr21	43766466	43771208	-	TFF2	N
chr21	43782390	43786644	-	TFF1	N
chr21	43791995	43816955	-	TMPRSS3	N
chr21	43823970	43867790	+	UBASH3A	N
chr21	43892596	43916464	-	RSPH1	N
chr21	43916648	43917553	+	LOC101930094	N
chr21	43919741	44001550	+	SLC37A1	N
chr21	44019513	44035205	-	LOC101928233	N
chr21	44073861	44195618	+	PDE9A	N
chr21	44197928	44200104	-	LOC101928311	N
chr21	44263189	44299699	-	WDR4	N
chr21	44313377	44329773	+	NDUFV3	N
chr21	44337360	44345708	-	ERVH48-1	N
chr21	44371037	44371124	-	MIR5692B	N
chr21	44394619	44454041	+	PKNOX1	N
chr21	44473300	44496502	-	CBSL	Y
chr21	44473300	44496971	-	CBS	Y
chr21	44513065	44527688	-	U2AF1	Y
chr21	44513065	44527716	-	U2AF1L5	Y
chr21	44560632	44561202	-	LOC106780825	Y
chr21	44560632	44561202	-	FRGCA	Y
chr21	44589117	44592920	+	CRYAA	Y
chr21	44589150	44592915	+	LOC102724652	Y
chr21	44742088	44751919	-	LINC00322	N
chr21	44777934	44782229	-	TCONS_00029157	N
chr21	44834362	44847008	-	LOC102724428	Y
chr21	44834397	44847002	-	SIK1	Y
chr21	44869903	44873771	+	LINC00319	N
chr21	44881839	44899414	-	LOC102724354	Y
chr21	44881973	44898103	-	LINC00313	Y
chr21	44949071	45079374	-	HSF2BP	Y
chr21	45029767	45029870	-	MIR6070	Y
chr21	45079431	45115960	+	RRP1B	N
chr21	45138977	45182188	+	PDXK	N
chr21	45193545	45196256	-	CSTB	N
chr21	45209417	45223983	+	RRP1	N
chr21	45225638	45232448	-	AATBC	N
chr21	45285115	45407475	+	AGPAT3	N
chr21	45432205	45526432	+	TRAPPC10	N
chr21	45527207	45551063	+	PWP2	N
chr21	45553493	45565605	+	C21orf33	N
chr21	45642877	45660887	-	ICOSLG	N
chr21	45666221	45682099	-	DNMT3L	Y
chr21	45670695	45671404	+	LOC105372833	Y
chr21	45705720	45718102	+	AIRE	N
chr21	45719916	45747264	+	PFKL	N
chr21	45748826	45759285	-	C21orf2	N
chr21	45773483	45862964	+	TRPM2	Y
chr21	45834474	45845446	-	TRPM2-AS	Y
chr21	45870868	45875167	-	LRRC3-AS1	N
chr21	45875368	45878739	+	LRRC3	N
chr21	45917774	46131495	-	TSPEAR	Y
chr21	45925926	45936458	+	TSPEAR-AS1	Y
chr21	45937097	45938860	+	TSPEAR-AS2	Y
chr21	45959067	45960078	-	KRTAP10-1	Y
chr21	45970239	45971388	-	KRTAP10-2	Y
chr21	45977905	45978643	-	KRTAP10-3	Y
chr21	45993605	45995248	+	KRTAP10-4	Y
chr21	45999331	46000481	-	KRTAP10-5	Y
chr21	46011148	46012386	-	KRTAP10-6	Y
chr21	46020496	46022091	+	KRTAP10-7	Y
chr21	46031995	46032871	+	KRTAP10-8	Y
chr21	46047039	46048295	+	KRTAP10-9	Y
chr21	46057272	46058372	+	KRTAP10-10	Y
chr21	46066330	46067566	+	KRTAP10-11	Y
chr21	46074129	46074576	-	KRTAP12-4	Y
chr21	46077848	46078258	+	KRTAP12-3	Y
chr21	46086105	46086844	-	KRTAP12-2	Y
chr21	46101490	46102078	-	KRTAP12-1	Y
chr21	46117086	46117959	+	KRTAP10-12	Y
chr21	46188494	46221751	-	UBE2G2	N
chr21	46222155	46224631	+	LINC01424	N
chr21	46225531	46238044	-	SUMO3	N
chr21	46269499	46293818	-	PTTG1IP	N
chr21	46305868	46348788	-	ITGB2	Y
chr21	46340949	46349595	+	ITGB2-AS1	Y
chr21	46353198	46359828	-	LINC01547	Y
chr21	46359611	46396904	+	FAM207A	Y
chr21	46409778	46414001	-	LINC00163	N
chr21	46419121	46424642	-	PICSAR	N
chr21	46490869	46493126	-	SSR4P1	N
chr21	46494492	46646478	+	ADARB1	N
chr21	46654254	46678645	+	LINC00334	N
chr21	46683842	46707811	-	POFUT2	N
chr21	46707966	46717269	+	LOC642852	N
chr21	46758504	46761905	-	LINC00316	N
chr21	46825051	46933634	+	COL18A1	Y
chr21	46827300	46829980	-	COL18A1-AS2	Y
chr21	46839630	46844985	-	COL18A1-AS1	Y
chr21	46898179	46898240	+	MIR6815	Y
chr21	46934628	46962385	-	SLC19A1	N
chr21	47247754	47256333	-	LOC100129027	N
chr21	47269874	47362368	+	PCBP3	N
chr21	47392883	47394867	+	LOC101928796	N
chr21	47401662	47424963	+	COL6A1	N
chr21	47518032	47552763	+	COL6A2	N
chr21	47556175	47575481	-	FTCD	N
chr21	47581061	47604373	-	SPATC1L	N
chr21	47608359	47648738	-	LSS	N
chr21	47649144	47671615	+	MCM3AP-AS1	Y
chr21	47655038	47705308	-	MCM3AP	Y
chr21	47706243	47717665	+	YBEY	N
chr21	47720343	47743813	-	C21orf58	N
chr21	47744035	47865682	+	PCNT	N
chr21	47878861	47989926	+	DIP2A	Y
chr21	47882383	47889218	+	DIP2A-IT1	Y
chr21	48018530	48025035	-	S100B	N
chr21	48055506	48085036	+	PRMT2	N
chr22	16150528	16193009	-	DUXAP8	N
chr22	16199673	16231289	-	LINC01297	N
chr22	16256331	16287937	-	POTEH	N
chr22	16448823	16449804	-	OR11H1	N
chr22	17071647	17073700	-	CCT8L2	N
chr22	17082800	17129720	+	TPTEP1	N
chr22	17134598	17156430	-	ANKRD62P1-PARP4P3	N
chr22	17227758	17229328	-	LOC101929350	N
chr22	17264305	17302589	-	XKR3	N
chr22	17308363	17310225	+	HSFY1P1	N
chr22	17442826	17489112	-	GAB4	N
chr22	17517459	17539682	+	CECR7	N
chr22	17565848	17596584	+	IL17RA	N
chr22	17597188	17602257	-	CECR6	N
chr22	17602484	17612994	+	LOC100996342	N
chr22	17618409	17646177	-	CECR5	Y
chr22	17640278	17646335	+	CECR5-AS1	Y
chr22	17659679	17702744	-	CECR1	N
chr22	17737749	17747623	-	CECR3	N
chr22	17840838	18037856	+	CECR2	N
chr22	18043138	18073656	+	SLC25A18	Y
chr22	18062922	18071958	-	LOC101929372	Y
chr22	18074902	18111588	-	ATP6V1E1	N
chr22	18121349	18213621	+	BCL2L13	N
chr22	18216905	18257431	-	BID	Y
chr22	18246945	18247025	-	MIR3198-1	Y
chr22	18260055	18262247	+	LINC00528	N
chr22	18270415	18507325	-	MICAL3	Y
chr22	18463633	18463727	-	MIR648	Y
chr22	18512150	18520734	+	FLJ41941	N
chr22	18560685	18573797	+	PEX26	N
chr22	18593452	18614498	+	TUBA8	N
chr22	18632757	18660162	+	USP18	N
chr22	18660792	18688630	-	LOC100996415	Y
chr22	18660803	18668247	-	LOC105379550	Y
chr22	18721426	18745407	+	LOC642643	N
chr22	18761201	18779474	-	GGT3P	N
chr22	18837630	18848564	+	LOC102725072	N
chr22	18852555	18881944	-	LOC100996432	N
chr22	18893735	18899601	+	DGCR6	N
chr22	18900286	18924066	-	PRODH	N
chr22	18958010	19018755	+	DGCR5	Y
chr22	19005346	19007761	+	DGCR9	Y
chr22	19010136	19011063	+	DGCR10	Y
chr22	19023794	19109967	-	DGCR2	Y
chr22	19033674	19035888	-	DGCR11	Y
chr22	19117791	19132190	-	DGCR14	Y
chr22	19118320	19120136	+	TSSK2	Y
chr22	19136503	19137796	-	GSC2	N
chr22	19159218	19160345	+	LINC01311	N
chr22	19163087	19166376	-	SLC25A1	N
chr22	19166986	19279239	-	CLTCL1	N
chr22	19318223	19419219	-	HIRA	N
chr22	19419424	19423601	+	MRPL40	N
chr22	19428409	19435755	-	C22orf39	N
chr22	19437463	19466738	-	UFD1L	N
chr22	19467348	19508135	+	CDC45	N
chr22	19510546	19512860	-	CLDN5	N
chr22	19553652	19554362	-	LINC00895	N
chr22	19701986	19710845	+	SEPT5	Y
chr22	19704742	19712297	+	SEPT5-GP1BB	Y
chr22	19711065	19712297	+	GP1BB	Y
chr22	19744225	19771112	+	TBX1	N
chr22	19775933	19842462	-	GNB1L	Y
chr22	19833660	19842371	-	C22orf29	Y
chr22	19863040	19929515	-	TXNRD2	Y
chr22	19929262	19957498	+	COMT	Y
chr22	19951275	19951357	+	MIR4761	Y
chr22	19957401	20004309	-	ARVCF	Y
chr22	20004522	20054687	+	TANGO2	Y
chr22	20020661	20020743	+	MIR185	Y
chr22	20067754	20099400	+	DGCR8	Y
chr22	20073268	20073356	+	MIR3618	Y
chr22	20073580	20073665	+	MIR1306	Y
chr22	20099388	20104818	-	TRMT2A	Y
chr22	20102208	20102274	-	MIR6816	Y
chr22	20103460	20114880	+	RANBP1	Y
chr22	20119363	20135530	+	ZDHHC8	N
chr22	20136108	20137431	-	CCDC188	N
chr22	20186252	20192441	-	LOC284865	N
chr22	20193854	20196060	+	LINC00896	N
chr22	20228937	20255816	-	RTN4R	Y
chr22	20236656	20236734	-	MIR1286	Y
chr22	20301760	20307628	-	DGCR6L	N
chr22	20328519	20706784	+	LOC101927859	Y
chr22	20336993	20350461	+	FAM230A	Y
chr22	20377668	20380440	+	TMEM191B	Y
chr22	20383730	20398695	-	PI4KAP1	Y
chr22	20455993	20461786	-	RIMBP3	Y
chr22	20632131	20656828	-	LOC729461	Y
chr22	20748404	20762753	+	ZNF74	N
chr22	20778873	20792146	-	SCARF2	N
chr22	20795805	20850170	-	KLHL22	N
chr22	20861828	20941919	+	MED15	N
chr22	21043842	21046009	+	POM121L4P	N
chr22	21055401	21058891	+	TMEM191A	N
chr22	21061978	21213100	-	PI4KA	Y
chr22	21128382	21142008	+	SERPIND1	Y
chr22	21213291	21245501	+	SNAP29	N
chr22	21271713	21308037	+	CRKL	N
chr22	21311379	21318968	+	LOC101928891	N
chr22	21319417	21335649	+	AIFM3	N
chr22	21336557	21353326	+	LZTR1	N
chr22	21354060	21356404	-	THAP7	Y
chr22	21356210	21364663	+	THAP7-AS1	Y
chr22	21362495	21368576	-	TUBA3FP	Y
chr22	21369441	21382302	+	P2RX6	N
chr22	21383006	21386847	-	SLC7A4	N
chr22	21388464	21388561	-	MIR649	N
chr22	21396680	21398538	-	P2RX6P	N
chr22	21400248	21418457	+	LRRC74B	N
chr22	21457304	21476575	+	BCRP2	N
chr22	21480427	21482309	-	LOC102724728	N
chr22	21521191	21546445	+	FAM230B	N
chr22	21636713	21652015	+	POM121L8P	N
chr22	21655548	21680925	-	LOC100996335	N
chr22	21737662	21743455	+	RIMBP3C	Y
chr22	21738039	21743455	+	RIMBP3B	Y
chr22	21771692	21805750	+	HIC2	N
chr22	21821458	21824224	+	TMEM191C	N
chr22	21827286	21871780	-	PI4KAP2	N
chr22	21899957	21905373	-	RIMBP3B	Y
chr22	21899957	21905750	-	RIMBP3C	Y
chr22	21903735	21978323	+	UBE2L3	Y
chr22	21982377	21984340	-	YDJC	N
chr22	21987085	21991616	+	CCDC116	N
chr22	21996541	21998588	+	SDF2L1	N
chr22	22007269	22007347	+	MIR301B	N
chr22	22007592	22007674	+	MIR130B	N
chr22	22020272	22052202	+	PPIL2	Y
chr22	22051825	22090123	-	YPEL1	Y
chr22	22113946	22221970	-	MAPK1	N
chr22	22273791	22307250	-	PPM1F	N
chr22	22311396	22337240	-	TOP3B	N
chr22	22345495	22398332	-	PRAMENP	N
chr22	22599191	22599927	+	VPREB1	N
chr22	22652462	22677324	+	BMS1P20	N
chr22	22838770	22863505	-	ZNF280B	N
chr22	22868060	22874624	-	ZNF280A	N
chr22	22890117	22901768	-	PRAME	Y
chr22	22901749	22909004	+	LL22NC03-63E9.3	Y
chr22	22974027	22987012	-	POM121L1P	N
chr22	22987090	22990368	+	GGTLC2	N
chr22	23165269	23165365	+	MIR650	N
chr22	23228446	23228559	+	MIR5571	N
chr22	23229959	23238013	+	IGLL5	N
chr22	23401592	23484241	-	RSPH14	Y
chr22	23412668	23467221	+	GNAZ	Y
chr22	23487512	23507830	+	RAB36	N
chr22	23522551	23660224	+	BCR	Y
chr22	23604953	23607186	+	FBXW4P1	Y
chr22	23701792	23724313	-	CES5AP1	N
chr22	23732791	23744799	-	ZDHHC8P1	N
chr22	23775750	23777258	+	LOC101929374	N
chr22	23804268	23829167	-	LOC388882	N
chr22	23915312	23922495	-	IGLL1	N
chr22	23950638	23974508	-	DRICH1	N
chr22	23980674	24059610	-	GUSBP11	Y
chr22	24033047	24041363	+	RGL4	Y
chr22	24083770	24093279	-	ZNF70	N
chr22	24094929	24096630	-	VPREB3	N
chr22	24105207	24108050	+	C22orf15	Y
chr22	24108020	24110159	-	CHCHD10	Y
chr22	24115005	24126503	+	MMP11	N
chr22	24129117	24176705	+	SMARCB1	Y
chr22	24176689	24181199	-	DERL3	Y
chr22	24198889	24228299	+	SLC2A11	N
chr22	24235896	24241117	-	MIF-AS1	Y
chr22	24236564	24237409	+	MIF	Y
chr22	24299600	24303368	-	GSTT2B	Y
chr22	24299600	24303488	-	GSTT2	Y
chr22	24309025	24314748	+	DDTL	Y
chr22	24313553	24322019	-	DDT	Y
chr22	24322218	24326106	+	GSTT2	Y
chr22	24322338	24326106	+	GSTT2B	Y
chr22	24340594	24347258	-	GSTTP1	N
chr22	24373116	24374043	+	LOC391322	N
chr22	24375962	24376214	+	GSTT1-AS1	Y
chr22	24376132	24384311	-	GSTT1	Y
chr22	24385937	24401899	-	GSTTP2	N
chr22	24407764	24574596	+	CABIN1	N
chr22	24577443	24585074	+	SUSD2	N
chr22	24615621	24641110	-	GGT5	N
chr22	24647588	24661492	+	POM121L9P	N
chr22	24666784	24813708	+	SPECC1L	Y
chr22	24666784	24838328	+	SPECC1L-ADORA2A	Y
chr22	24819564	24838328	+	ADORA2A	Y
chr22	24825175	24891042	-	ADORA2A-AS1	Y
chr22	24891250	24922553	+	UPB1	N
chr22	24936390	24951903	-	GUCD1	Y
chr22	24951617	24970932	+	SNRPD3	Y
chr22	24979717	25024972	+	GGT1	Y
chr22	24981590	24989035	-	LRRC75B	Y
chr22	25028881	25049327	+	BCRP3	Y
chr22	25041132	25055114	-	POM121L10P	Y
chr22	25115000	25170687	-	PIWIL3	Y
chr22	25160467	25161986	+	TOP1P2	Y
chr22	25202187	25322813	+	SGSM1	N
chr22	25331207	25335314	-	TMEM211	N
chr22	25423940	25593415	+	KIAA1671	Y
chr22	25498383	25508659	-	LOC100128531	Y
chr22	25595816	25603326	+	CRYBB3	N
chr22	25615611	25627836	+	CRYBB2	N
chr22	25714223	25716193	+	IGLL3P	N
chr22	25747384	25777544	-	LRP5L	N
chr22	25844053	25857645	+	CRYBB2P1	Y
chr22	25851612	25851678	+	MIR6817	Y
chr22	25960860	26125258	+	GRK3	N
chr22	26138110	26427007	+	MYO18B	N
chr22	26565439	26779563	+	SEZ6L	N
chr22	26825279	26840978	+	ASPHD2	N
chr22	26846848	26879829	-	HPS4	N
chr22	26879849	26887904	+	SRRD	Y
chr22	26887893	26908437	-	TFIP11	Y
chr22	26921713	26986089	-	TPST2	Y
chr22	26951177	26951289	-	MIR548J	Y
chr22	26995361	27013991	-	CRYBB1	N
chr22	27017927	27026636	+	CRYBA4	N
chr22	27053445	27072440	+	MIAT	Y
chr22	27068805	27176856	+	MIATNB	Y
chr22	27299254	27316573	+	LINC01422	N
chr22	27444105	27456480	-	LOC284898	N
chr22	27583477	27585177	+	LOC105372977	N
chr22	27706611	27713801	+	LOC100507657	N
chr22	28144264	28197486	-	MN1	N
chr22	28247656	28315294	-	PITPNB	N
chr22	28315363	28398667	+	TTC28-AS1	Y
chr22	28316512	28316600	-	MIR3199-1	Y
chr22	28316513	28316599	+	MIR3199-2	Y
chr22	28374001	29075853	-	TTC28	Y
chr22	28855856	28855936	+	MIR5739	Y
chr22	29083730	29137822	-	CHEK2	N
chr22	29138019	29153506	+	HSCB	N
chr22	29168661	29185289	+	CCDC117	N
chr22	29190547	29196560	-	XBP1	N
chr22	29279754	29453476	+	ZNRF3	Y
chr22	29420986	29427464	-	ZNRF3-AS1	Y
chr22	29454659	29457907	-	C22orf31	N
chr22	29469065	29564321	+	KREMEN1	N
chr22	29601900	29655586	+	EMID1	N
chr22	29655843	29663914	-	RHBDD3	N
chr22	29663997	29696515	+	EWSR1	N
chr22	29702984	29708778	+	GAS2L1	N
chr22	29708921	29711745	-	RASL10A	N
chr22	29723668	29784572	-	AP1B1	Y
chr22	29729146	29729256	-	MIR3653	Y
chr22	29729151	29729247	-	SNORD125	Y
chr22	29833003	29838118	-	RFPL1S	Y
chr22	29834571	29838444	+	RFPL1	Y
chr22	29876180	29887277	+	NEFH	N
chr22	29904155	29949736	-	THOC5	N
chr22	29950797	29977326	-	NIPSNAP1	N
chr22	29999544	30094589	+	NF2	N
chr22	30116343	30127820	+	CABP7	Y
chr22	30126944	30163000	-	ZMAT5	Y
chr22	30163357	30166402	+	UQCR10	N
chr22	30184596	30234293	-	ASCC2	N
chr22	30279157	30426857	+	MTMR3	Y
chr22	30403037	30403102	+	MIR6818	Y
chr22	30404730	30476469	-	HORMAD2-AS1	Y
chr22	30476452	30573062	+	HORMAD2	Y
chr22	30636435	30642840	-	LIF	N
chr22	30658816	30662832	-	OSM	N
chr22	30681106	30685616	-	GATSL3	N
chr22	30687978	30722955	-	TBC1D10A	N
chr22	30727976	30752936	-	SF3A1	Y
chr22	30752623	30774644	+	CCDC157	Y
chr22	30764799	30773894	-	KIAA1656	Y
chr22	30774802	30783302	-	RNF215	N
chr22	30792929	30821291	+	SEC14L2	N
chr22	30821610	30825041	+	MTFP1	N
chr22	30855215	30868034	-	SEC14L3	N
chr22	30877276	30877743	-	SDC4P	N
chr22	30884897	30901698	-	SEC14L4	N
chr22	30920916	30942669	-	SEC14L6	N
chr22	30950621	30970574	-	GAL3ST1	N
chr22	30972611	31003000	-	PES1	N
chr22	31003069	31023047	+	TCN2	N
chr22	31031801	31065003	+	SLC35E4	Y
chr22	31048037	31063877	-	DUSP18	Y
chr22	31089768	31303811	+	OSBP2	Y
chr22	31127543	31127628	+	MIR3200	Y
chr22	31318294	31322640	+	MORC2-AS1	Y
chr22	31321116	31364273	-	MORC2	Y
chr22	31365196	31375380	+	TUG1	N
chr22	31477281	31500610	+	SMTN	N
chr22	31500762	31503551	-	SELM	N
chr22	31518908	31530683	+	INPP5J	N
chr22	31530792	31536593	-	PLA2G3	N
chr22	31556047	31556105	-	MIR3928	N
chr22	31556137	31603005	+	RNF185	N
chr22	31608249	31676066	+	LIMK2	N
chr22	31677578	31688520	-	PIK3IP1	N
chr22	31721789	31742249	-	PATZ1	Y
chr22	31731334	31734007	+	PIK3IP1-AS1	Y
chr22	31742744	31747141	+	LINC01521	N
chr22	31795538	31830172	+	DRG1	N
chr22	31835344	31885874	-	EIF4ENIF1	N
chr22	31892124	32014537	+	SFI1	Y
chr22	32014476	32058550	-	PISD	Y
chr22	32017452	32017517	-	MIR7109	Y
chr22	32077333	32146120	-	PRR14L	N
chr22	32149936	32303020	+	DEPDC5	N
chr22	32329506	32341348	-	C22orf24	Y
chr22	32340478	32353590	+	YWHAH	Y
chr22	32439018	32509011	+	SLC5A1	N
chr22	32517963	32529456	+	AP1B1P1	N
chr22	32545518	32555243	-	C22orf42	N
chr22	32586421	32600718	-	RFPL2	N
chr22	32614462	32651318	-	SLC5A4	N
chr22	32750871	32757148	+	RFPL3	Y
chr22	32755892	32767251	-	RFPL3S	Y
chr22	32772650	32780329	+	LOC339666	N
chr22	32783561	32808274	-	RTCB	N
chr22	32809833	32853373	-	BPIFC	N
chr22	32870706	32894818	+	FBXO7	N
chr22	32908539	33454377	-	SYN3	Y
chr22	33196801	33259028	+	TIMP3	Y
chr22	33504514	33512280	+	LOC105373006	N
chr22	33669061	34316416	-	LARGE1	Y
chr22	33832567	33832655	-	MIR4764	Y
chr22	34120971	34146803	+	LARGE-AS1	Y
chr22	35462128	35483380	+	ISX	N
chr22	35515816	35627049	-	LINC01399	N
chr22	35653444	35691800	+	HMGXB4	N
chr22	35695267	35743987	+	TOM1	Y
chr22	35731632	35731751	+	MIR3909	Y
chr22	35732713	35732792	-	MIR6069	Y
chr22	35777059	35790207	+	HMOX1	N
